站点编号,站点名称,平面坐标系x,平面坐标系y,起始时间,结束时间,降雨量
F1070,汽车北站,438512.338,2896666.369,2017/12/20 14:30:00,2017/12/20 14:40:00,0
F1070,汽车北站,438513.338,2896667.369,2017/12/20 14:40:00,2017/12/20 14:50:00,0
F1070,汽车北站,438514.338,2896668.369,2017/12/20 14:50:00,2017/12/20 15:00:00,0
F1070,汽车北站,438515.338,2896669.369,2017/12/20 15:00:00,2017/12/20 15:10:00,0
F1070,汽车北站,438516.338,2896670.369,2017/12/20 15:10:00,2017/12/20 15:20:00,0
F1070,汽车北站,438517.338,2896671.369,2017/12/20 15:20:00,2017/12/20 15:30:00,0
F1070,汽车北站,438518.338,2896672.369,2017/12/20 15:30:00,2017/12/20 15:40:00,0
F1070,汽车北站,438519.338,2896673.369,2017/12/20 15:40:00,2017/12/20 15:50:00,0
F1070,汽车北站,438520.338,2896674.369,2017/12/20 15:50:00,2017/12/20 16:00:00,0
F1070,汽车北站,438521.338,2896675.369,2017/12/20 16:00:00,2017/12/20 16:10:00,0
F1070,汽车北站,438522.338,2896676.369,2017/12/20 16:10:00,2017/12/20 16:20:00,0
F1070,汽车北站,438523.338,2896677.369,2017/12/20 16:20:00,2017/12/20 16:30:00,0
F1070,汽车北站,438524.338,2896678.369,2017/12/20 16:30:00,2017/12/20 16:40:00,0
F1070,汽车北站,438525.338,2896679.369,2017/12/20 16:40:00,2017/12/20 16:50:00,0
F1070,汽车北站,438526.338,2896680.369,2017/12/20 16:50:00,2017/12/20 17:00:00,0
F1070,汽车北站,438527.338,2896681.369,2017/12/20 17:00:00,2017/12/20 17:10:00,0
F1070,汽车北站,438528.338,2896682.369,2017/12/20 17:10:00,2017/12/20 17:20:00,0
F1070,汽车北站,438529.338,2896683.369,2017/12/20 17:20:00,2017/12/20 17:30:00,0
F1070,汽车北站,438530.338,2896684.369,2017/12/20 17:30:00,2017/12/20 17:40:00,0
F1070,汽车北站,438531.338,2896685.369,2017/12/20 17:40:00,2017/12/20 17:50:00,0
F1070,汽车北站,438532.338,2896686.369,2017/12/20 17:50:00,2017/12/20 18:00:00,0
F1070,汽车北站,438533.338,2896687.369,2017/12/20 18:00:00,2017/12/20 18:10:00,0
F1070,汽车北站,438534.338,2896688.369,2017/12/20 18:10:00,2017/12/20 18:20:00,0
F1070,汽车北站,438535.338,2896689.369,2017/12/20 18:20:00,2017/12/20 18:30:00,0
F1070,汽车北站,438536.338,2896690.369,2017/12/20 18:30:00,2017/12/20 18:40:00,0
F1070,汽车北站,438537.338,2896691.369,2017/12/20 18:40:00,2017/12/20 18:50:00,0
F1070,汽车北站,438538.338,2896692.369,2017/12/20 18:50:00,2017/12/20 19:00:00,0
F1070,汽车北站,438539.338,2896693.369,2017/12/20 19:00:00,2017/12/20 19:10:00,0
F1070,汽车北站,438540.338,2896694.369,2017/12/20 19:10:00,2017/12/20 19:20:00,0
F1070,汽车北站,438541.338,2896695.369,2017/12/20 19:20:00,2017/12/20 19:30:00,0
F1070,汽车北站,438542.338,2896696.369,2017/12/20 19:30:00,2017/12/20 19:40:00,0
F1070,汽车北站,438543.338,2896697.369,2017/12/20 19:40:00,2017/12/20 19:50:00,0
F1070,汽车北站,438544.338,2896698.369,2017/12/20 19:50:00,2017/12/20 20:00:00,0
F1070,汽车北站,438545.338,2896699.369,2017/12/20 20:00:00,2017/12/20 20:10:00,0
F1070,汽车北站,438546.338,2896700.369,2017/12/20 20:10:00,2017/12/20 20:20:00,0
F1070,汽车北站,438547.338,2896701.369,2017/12/20 20:20:00,2017/12/20 20:30:00,0
F1070,汽车北站,438548.338,2896702.369,2017/12/20 20:30:00,2017/12/20 20:40:00,0
F1070,汽车北站,438549.338,2896703.369,2017/12/20 20:40:00,2017/12/20 20:50:00,0
F1070,汽车北站,438550.338,2896704.369,2017/12/20 20:50:00,2017/12/20 21:00:00,0
F1070,汽车北站,438551.338,2896705.369,2017/12/20 21:00:00,2017/12/20 21:10:00,0
F1070,汽车北站,438552.338,2896706.369,2017/12/20 21:10:00,2017/12/20 21:20:00,0
F1070,汽车北站,438553.338,2896707.369,2017/12/20 21:20:00,2017/12/20 21:30:00,0
F1070,汽车北站,438554.338,2896708.369,2017/12/20 21:30:00,2017/12/20 21:40:00,0
F1070,汽车北站,438555.338,2896709.369,2017/12/20 21:40:00,2017/12/20 21:50:00,0
F1070,汽车北站,438556.338,2896710.369,2017/12/20 21:50:00,2017/12/20 22:00:00,0
F1070,汽车北站,438557.338,2896711.369,2017/12/20 22:00:00,2017/12/20 22:10:00,0
F1070,汽车北站,438558.338,2896712.369,2017/12/20 22:10:00,2017/12/20 22:20:00,0
F1070,汽车北站,438559.338,2896713.369,2017/12/20 22:20:00,2017/12/20 22:30:00,0
F1070,汽车北站,438560.338,2896714.369,2017/12/20 22:30:00,2017/12/20 22:40:00,0
F1070,汽车北站,438561.338,2896715.369,2017/12/20 22:40:00,2017/12/20 22:50:00,0
F1070,汽车北站,438562.338,2896716.369,2017/12/20 22:50:00,2017/12/20 23:00:00,0
F1070,汽车北站,438563.338,2896717.369,2017/12/20 23:00:00,2017/12/20 23:10:00,0
F1070,汽车北站,438564.338,2896718.369,2017/12/20 23:10:00,2017/12/20 23:20:00,0
F1070,汽车北站,438565.338,2896719.369,2017/12/20 23:20:00,2017/12/20 23:30:00,0
F1070,汽车北站,438566.338,2896720.369,2017/12/20 23:30:00,2017/12/20 23:40:00,0
F1070,汽车北站,438567.338,2896721.369,2017/12/20 23:40:00,2017/12/20 23:50:00,0
F1070,汽车北站,438568.338,2896722.369,2017/12/20 23:50:00,2017/12/21 0:00:00,0
F1070,汽车北站,438569.338,2896723.369,2017/12/21 0:00:00,2017/12/21 0:10:00,0
F1070,汽车北站,438570.338,2896724.369,2017/12/21 0:10:00,2017/12/21 0:20:00,0
F1070,汽车北站,438571.338,2896725.369,2017/12/21 0:20:00,2017/12/21 0:30:00,0
F1070,汽车北站,438572.338,2896726.369,2017/12/21 0:30:00,2017/12/21 0:40:00,0
F1070,汽车北站,438573.338,2896727.369,2017/12/21 0:40:00,2017/12/21 0:50:00,0
F1070,汽车北站,438574.338,2896728.369,2017/12/21 0:50:00,2017/12/21 1:00:00,0
F1070,汽车北站,438575.338,2896729.369,2017/12/21 1:00:00,2017/12/21 1:10:00,0
F1070,汽车北站,438576.338,2896730.369,2017/12/21 1:10:00,2017/12/21 1:20:00,0
F1070,汽车北站,438577.338,2896731.369,2017/12/21 1:20:00,2017/12/21 1:30:00,0
F1070,汽车北站,438578.338,2896732.369,2017/12/21 1:30:00,2017/12/21 1:40:00,0
F1070,汽车北站,438579.338,2896733.369,2017/12/21 1:40:00,2017/12/21 1:50:00,0
F1070,汽车北站,438580.338,2896734.369,2017/12/21 1:50:00,2017/12/21 2:00:00,0
F1070,汽车北站,438581.338,2896735.369,2017/12/21 2:00:00,2017/12/21 2:10:00,0
F1070,汽车北站,438582.338,2896736.369,2017/12/21 2:10:00,2017/12/21 2:20:00,0
F1070,汽车北站,438583.338,2896737.369,2017/12/21 2:20:00,2017/12/21 2:30:00,0
F1070,汽车北站,438584.338,2896738.369,2017/12/21 2:30:00,2017/12/21 2:40:00,0
F1070,汽车北站,438585.338,2896739.369,2017/12/21 2:40:00,2017/12/21 2:50:00,0
F1070,汽车北站,438586.338,2896740.369,2017/12/21 2:50:00,2017/12/21 3:00:00,0
F1070,汽车北站,438587.338,2896741.369,2017/12/21 3:00:00,2017/12/21 3:10:00,0
F1070,汽车北站,438588.338,2896742.369,2017/12/21 3:10:00,2017/12/21 3:20:00,0
F1070,汽车北站,438589.338,2896743.369,2017/12/21 3:20:00,2017/12/21 3:30:00,0
F1070,汽车北站,438590.338,2896744.369,2017/12/21 3:30:00,2017/12/21 3:40:00,0
F1070,汽车北站,438591.338,2896745.369,2017/12/21 3:40:00,2017/12/21 3:50:00,0
F1070,汽车北站,438592.338,2896746.369,2017/12/21 3:50:00,2017/12/21 4:00:00,0
F1070,汽车北站,438593.338,2896747.369,2017/12/21 4:00:00,2017/12/21 4:10:00,0
F1070,汽车北站,438594.338,2896748.369,2017/12/21 4:10:00,2017/12/21 4:20:00,0
F1070,汽车北站,438595.338,2896749.369,2017/12/21 4:20:00,2017/12/21 4:30:00,0
F1070,汽车北站,438596.338,2896750.369,2017/12/21 4:30:00,2017/12/21 4:40:00,0
F1070,汽车北站,438597.338,2896751.369,2017/12/21 4:40:00,2017/12/21 4:50:00,0
F1070,汽车北站,438598.338,2896752.369,2017/12/21 4:50:00,2017/12/21 5:00:00,0
F1070,汽车北站,438599.338,2896753.369,2017/12/21 5:00:00,2017/12/21 5:10:00,0
F1070,汽车北站,438600.338,2896754.369,2017/12/21 5:10:00,2017/12/21 5:20:00,0
F1070,汽车北站,438601.338,2896755.369,2017/12/21 5:20:00,2017/12/21 5:30:00,0
F1070,汽车北站,438602.338,2896756.369,2017/12/21 5:30:00,2017/12/21 5:40:00,0
F1070,汽车北站,438603.338,2896757.369,2017/12/21 5:40:00,2017/12/21 5:50:00,0
F1070,汽车北站,438604.338,2896758.369,2017/12/21 5:50:00,2017/12/21 6:00:00,0
F1070,汽车北站,438605.338,2896759.369,2017/12/21 6:00:00,2017/12/21 6:10:00,0
F1070,汽车北站,438606.338,2896760.369,2017/12/21 6:10:00,2017/12/21 6:20:00,0
F1070,汽车北站,438607.338,2896761.369,2017/12/21 6:20:00,2017/12/21 6:30:00,0
F1070,汽车北站,438608.338,2896762.369,2017/12/21 6:30:00,2017/12/21 6:40:00,0
F1070,汽车北站,438609.338,2896763.369,2017/12/21 6:40:00,2017/12/21 6:50:00,0
F1070,汽车北站,438610.338,2896764.369,2017/12/21 6:50:00,2017/12/21 7:00:00,0
F1070,汽车北站,438611.338,2896765.369,2017/12/21 7:00:00,2017/12/21 7:10:00,0
F1070,汽车北站,438612.338,2896766.369,2017/12/21 7:10:00,2017/12/21 7:20:00,0
F1070,汽车北站,438613.338,2896767.369,2017/12/21 7:20:00,2017/12/21 7:30:00,0
F1070,汽车北站,438614.338,2896768.369,2017/12/21 7:30:00,2017/12/21 7:40:00,0
F1070,汽车北站,438615.338,2896769.369,2017/12/21 7:40:00,2017/12/21 7:50:00,0
F1070,汽车北站,438616.338,2896770.369,2017/12/21 7:50:00,2017/12/21 8:00:00,0
F1070,汽车北站,438617.338,2896771.369,2017/12/21 8:00:00,2017/12/21 8:10:00,0
F1070,汽车北站,438618.338,2896772.369,2017/12/21 8:10:00,2017/12/21 8:20:00,0
F1070,汽车北站,438619.338,2896773.369,2017/12/21 8:20:00,2017/12/21 8:30:00,0
F1070,汽车北站,438620.338,2896774.369,2017/12/21 8:30:00,2017/12/21 8:40:00,0
F1070,汽车北站,438621.338,2896775.369,2017/12/21 8:40:00,2017/12/21 8:50:00,0
F1070,汽车北站,438622.338,2896776.369,2017/12/21 8:50:00,2017/12/21 9:00:00,0
F1070,汽车北站,438623.338,2896777.369,2017/12/21 9:00:00,2017/12/21 9:10:00,0
F1070,汽车北站,438624.338,2896778.369,2017/12/21 9:10:00,2017/12/21 9:20:00,0
F1070,汽车北站,438625.338,2896779.369,2017/12/21 9:20:00,2017/12/21 9:30:00,0
F1070,汽车北站,438626.338,2896780.369,2017/12/21 9:30:00,2017/12/21 9:40:00,0
F1070,汽车北站,438627.338,2896781.369,2017/12/21 9:40:00,2017/12/21 9:50:00,0
F1070,汽车北站,438628.338,2896782.369,2017/12/21 9:50:00,2017/12/21 10:00:00,0
F1070,汽车北站,438629.338,2896783.369,2017/12/21 10:00:00,2017/12/21 10:10:00,0
F1070,汽车北站,438630.338,2896784.369,2017/12/21 10:10:00,2017/12/21 10:20:00,0
F1070,汽车北站,438631.338,2896785.369,2017/12/21 10:20:00,2017/12/21 10:30:00,0
F1070,汽车北站,438632.338,2896786.369,2017/12/21 10:30:00,2017/12/21 10:40:00,0
F1070,汽车北站,438633.338,2896787.369,2017/12/21 10:40:00,2017/12/21 10:50:00,0
F1070,汽车北站,438634.338,2896788.369,2017/12/21 10:50:00,2017/12/21 11:00:00,0
F1070,汽车北站,438635.338,2896789.369,2017/12/21 11:00:00,2017/12/21 11:10:00,0
F1070,汽车北站,438636.338,2896790.369,2017/12/21 11:10:00,2017/12/21 11:20:00,0
F1070,汽车北站,438637.338,2896791.369,2017/12/21 11:20:00,2017/12/21 11:30:00,0
F1070,汽车北站,438638.338,2896792.369,2017/12/21 11:30:00,2017/12/21 11:40:00,0
F1070,汽车北站,438639.338,2896793.369,2017/12/21 11:40:00,2017/12/21 11:50:00,0
F1070,汽车北站,438640.338,2896794.369,2017/12/21 11:50:00,2017/12/21 12:00:00,0
F1070,汽车北站,438641.338,2896795.369,2017/12/21 12:00:00,2017/12/21 12:10:00,0
F1070,汽车北站,438642.338,2896796.369,2017/12/21 12:10:00,2017/12/21 12:20:00,0
F1070,汽车北站,438643.338,2896797.369,2017/12/21 12:20:00,2017/12/21 12:30:00,0
F1070,汽车北站,438644.338,2896798.369,2017/12/21 12:30:00,2017/12/21 12:40:00,0
F1070,汽车北站,438645.338,2896799.369,2017/12/21 12:40:00,2017/12/21 12:50:00,0
F1070,汽车北站,438646.338,2896800.369,2017/12/21 12:50:00,2017/12/21 13:00:00,0
F1070,汽车北站,438647.338,2896801.369,2017/12/21 13:00:00,2017/12/21 13:10:00,0
F1070,汽车北站,438648.338,2896802.369,2017/12/21 13:10:00,2017/12/21 13:20:00,0
F1070,汽车北站,438649.338,2896803.369,2017/12/21 13:20:00,2017/12/21 13:30:00,0
F1070,汽车北站,438650.338,2896804.369,2017/12/21 13:30:00,2017/12/21 13:40:00,0
F1070,汽车北站,438651.338,2896805.369,2017/12/21 13:40:00,2017/12/21 13:50:00,0
F1070,汽车北站,438652.338,2896806.369,2017/12/21 13:50:00,2017/12/21 14:00:00,0
F1070,汽车北站,438653.338,2896807.369,2017/12/21 14:00:00,2017/12/21 14:10:00,0
F1070,汽车北站,438654.338,2896808.369,2017/12/21 14:10:00,2017/12/21 14:20:00,0
F1070,汽车北站,438655.338,2896809.369,2017/12/21 14:20:00,2017/12/21 14:30:00,0
F1070,汽车北站,438656.338,2896810.369,2017/12/21 14:30:00,2017/12/21 14:40:00,0
F1070,汽车北站,438657.338,2896811.369,2017/12/21 14:40:00,2017/12/21 14:50:00,0
F1070,汽车北站,438658.338,2896812.369,2017/12/21 14:50:00,2017/12/21 15:00:00,0
F1070,汽车北站,438659.338,2896813.369,2017/12/21 15:00:00,2017/12/21 15:10:00,0
F1070,汽车北站,438660.338,2896814.369,2017/12/21 15:10:00,2017/12/21 15:20:00,0
F1070,汽车北站,438661.338,2896815.369,2017/12/21 15:20:00,2017/12/21 15:30:00,0
F1070,汽车北站,438662.338,2896816.369,2017/12/21 15:30:00,2017/12/21 15:40:00,0
F1070,汽车北站,438663.338,2896817.369,2017/12/21 15:40:00,2017/12/21 15:50:00,0
F1070,汽车北站,438664.338,2896818.369,2017/12/21 15:50:00,2017/12/21 16:00:00,0
F1070,汽车北站,438665.338,2896819.369,2017/12/21 16:00:00,2017/12/21 16:10:00,0
F1070,汽车北站,438666.338,2896820.369,2017/12/21 16:10:00,2017/12/21 16:20:00,0
F1070,汽车北站,438667.338,2896821.369,2017/12/21 16:20:00,2017/12/21 16:30:00,0
F1070,汽车北站,438668.338,2896822.369,2017/12/21 16:30:00,2017/12/21 16:40:00,0
F1070,汽车北站,438669.338,2896823.369,2017/12/21 16:40:00,2017/12/21 16:50:00,0
F1070,汽车北站,438670.338,2896824.369,2017/12/21 16:50:00,2017/12/21 17:00:00,0
F1070,汽车北站,438671.338,2896825.369,2017/12/21 17:00:00,2017/12/21 17:10:00,0
F1070,汽车北站,438672.338,2896826.369,2017/12/21 17:10:00,2017/12/21 17:20:00,0
F1070,汽车北站,438673.338,2896827.369,2017/12/21 17:20:00,2017/12/21 17:30:00,0
F1070,汽车北站,438674.338,2896828.369,2017/12/21 17:30:00,2017/12/21 17:40:00,0
F1070,汽车北站,438675.338,2896829.369,2017/12/21 17:40:00,2017/12/21 17:50:00,0
F1070,汽车北站,438676.338,2896830.369,2017/12/21 17:50:00,2017/12/21 18:00:00,0
F1070,汽车北站,438677.338,2896831.369,2017/12/21 18:00:00,2017/12/21 18:10:00,0
F1070,汽车北站,438678.338,2896832.369,2017/12/21 18:10:00,2017/12/21 18:20:00,0
F1070,汽车北站,438679.338,2896833.369,2017/12/21 18:20:00,2017/12/21 18:30:00,0
F1070,汽车北站,438680.338,2896834.369,2017/12/21 18:30:00,2017/12/21 18:40:00,0
F1070,汽车北站,438681.338,2896835.369,2017/12/21 18:40:00,2017/12/21 18:50:00,0
F1070,汽车北站,438682.338,2896836.369,2017/12/21 18:50:00,2017/12/21 19:00:00,0
F1070,汽车北站,438683.338,2896837.369,2017/12/21 19:00:00,2017/12/21 19:10:00,0
F1070,汽车北站,438684.338,2896838.369,2017/12/21 19:10:00,2017/12/21 19:20:00,0
F1070,汽车北站,438685.338,2896839.369,2017/12/21 19:20:00,2017/12/21 19:30:00,0
F1070,汽车北站,438686.338,2896840.369,2017/12/21 19:30:00,2017/12/21 19:40:00,0
F1070,汽车北站,438687.338,2896841.369,2017/12/21 19:40:00,2017/12/21 19:50:00,0
F1070,汽车北站,438688.338,2896842.369,2017/12/21 19:50:00,2017/12/21 20:00:00,0
F1070,汽车北站,438689.338,2896843.369,2017/12/21 20:00:00,2017/12/21 20:10:00,0
F1070,汽车北站,438690.338,2896844.369,2017/12/21 20:10:00,2017/12/21 20:20:00,0
F1070,汽车北站,438691.338,2896845.369,2017/12/21 20:20:00,2017/12/21 20:30:00,0
F1070,汽车北站,438692.338,2896846.369,2017/12/21 20:30:00,2017/12/21 20:40:00,0
F1070,汽车北站,438693.338,2896847.369,2017/12/21 20:40:00,2017/12/21 20:50:00,0
F1070,汽车北站,438694.338,2896848.369,2017/12/21 20:50:00,2017/12/21 21:00:00,0
F1070,汽车北站,438695.338,2896849.369,2017/12/21 21:00:00,2017/12/21 21:10:00,0
F1070,汽车北站,438696.338,2896850.369,2017/12/21 21:10:00,2017/12/21 21:20:00,0
F1070,汽车北站,438697.338,2896851.369,2017/12/21 21:20:00,2017/12/21 21:30:00,0
F1070,汽车北站,438698.338,2896852.369,2017/12/21 21:30:00,2017/12/21 21:40:00,0
F1070,汽车北站,438699.338,2896853.369,2017/12/21 21:40:00,2017/12/21 21:50:00,0
F1070,汽车北站,438700.338,2896854.369,2017/12/21 21:50:00,2017/12/21 22:00:00,0
F1070,汽车北站,438701.338,2896855.369,2017/12/21 22:00:00,2017/12/21 22:10:00,0
F1070,汽车北站,438702.338,2896856.369,2017/12/21 22:10:00,2017/12/21 22:20:00,0
F1070,汽车北站,438703.338,2896857.369,2017/12/21 22:20:00,2017/12/21 22:30:00,0
F1070,汽车北站,438704.338,2896858.369,2017/12/21 22:30:00,2017/12/21 22:40:00,0
F1070,汽车北站,438705.338,2896859.369,2017/12/21 22:40:00,2017/12/21 22:50:00,0
F1070,汽车北站,438706.338,2896860.369,2017/12/21 22:50:00,2017/12/21 23:00:00,0
F1070,汽车北站,438707.338,2896861.369,2017/12/21 23:00:00,2017/12/21 23:10:00,0
F1070,汽车北站,438708.338,2896862.369,2017/12/21 23:10:00,2017/12/21 23:20:00,0
F1070,汽车北站,438709.338,2896863.369,2017/12/21 23:20:00,2017/12/21 23:30:00,0
F1070,汽车北站,438710.338,2896864.369,2017/12/21 23:30:00,2017/12/21 23:40:00,0
F1070,汽车北站,438711.338,2896865.369,2017/12/21 23:40:00,2017/12/21 23:50:00,0
F1070,汽车北站,438712.338,2896866.369,2017/12/21 23:50:00,2017/12/22 0:00:00,0
F1070,汽车北站,438713.338,2896867.369,2017/12/22 0:00:00,2017/12/22 0:10:00,0
F1070,汽车北站,438714.338,2896868.369,2017/12/22 0:10:00,2017/12/22 0:20:00,0
F1070,汽车北站,438715.338,2896869.369,2017/12/22 0:20:00,2017/12/22 0:30:00,0
F1070,汽车北站,438716.338,2896870.369,2017/12/22 0:30:00,2017/12/22 0:40:00,0
F1070,汽车北站,438717.338,2896871.369,2017/12/22 0:40:00,2017/12/22 0:50:00,0
F1070,汽车北站,438718.338,2896872.369,2017/12/22 0:50:00,2017/12/22 1:00:00,0
F1070,汽车北站,438719.338,2896873.369,2017/12/22 1:00:00,2017/12/22 1:10:00,0
F1070,汽车北站,438720.338,2896874.369,2017/12/22 1:10:00,2017/12/22 1:20:00,0
F1070,汽车北站,438721.338,2896875.369,2017/12/22 1:20:00,2017/12/22 1:30:00,0
F1070,汽车北站,438722.338,2896876.369,2017/12/22 1:30:00,2017/12/22 1:40:00,0
F1070,汽车北站,438723.338,2896877.369,2017/12/22 1:40:00,2017/12/22 1:50:00,0
F1070,汽车北站,438724.338,2896878.369,2017/12/22 1:50:00,2017/12/22 2:00:00,0
F1070,汽车北站,438725.338,2896879.369,2017/12/22 2:00:00,2017/12/22 2:10:00,0
F1070,汽车北站,438726.338,2896880.369,2017/12/22 2:10:00,2017/12/22 2:20:00,0
F1070,汽车北站,438727.338,2896881.369,2017/12/22 2:20:00,2017/12/22 2:30:00,0
F1070,汽车北站,438728.338,2896882.369,2017/12/22 2:30:00,2017/12/22 2:40:00,0
F1070,汽车北站,438729.338,2896883.369,2017/12/22 2:40:00,2017/12/22 2:50:00,0
F1070,汽车北站,438730.338,2896884.369,2017/12/22 2:50:00,2017/12/22 3:00:00,0
F1070,汽车北站,438731.338,2896885.369,2017/12/22 3:00:00,2017/12/22 3:10:00,0
F1070,汽车北站,438732.338,2896886.369,2017/12/22 3:10:00,2017/12/22 3:20:00,0
F1070,汽车北站,438733.338,2896887.369,2017/12/22 3:20:00,2017/12/22 3:30:00,0
F1070,汽车北站,438734.338,2896888.369,2017/12/22 3:30:00,2017/12/22 3:40:00,0
F1070,汽车北站,438735.338,2896889.369,2017/12/22 3:40:00,2017/12/22 3:50:00,0
F1070,汽车北站,438736.338,2896890.369,2017/12/22 3:50:00,2017/12/22 4:00:00,0
F1070,汽车北站,438737.338,2896891.369,2017/12/22 4:00:00,2017/12/22 4:10:00,0
F1070,汽车北站,438738.338,2896892.369,2017/12/22 4:10:00,2017/12/22 4:20:00,0
F1070,汽车北站,438739.338,2896893.369,2017/12/22 4:20:00,2017/12/22 4:30:00,0
F1070,汽车北站,438740.338,2896894.369,2017/12/22 4:30:00,2017/12/22 4:40:00,0
F1070,汽车北站,438741.338,2896895.369,2017/12/22 4:40:00,2017/12/22 4:50:00,0
F1070,汽车北站,438742.338,2896896.369,2017/12/22 4:50:00,2017/12/22 5:00:00,0
F1070,汽车北站,438743.338,2896897.369,2017/12/22 5:00:00,2017/12/22 5:10:00,0
F1070,汽车北站,438744.338,2896898.369,2017/12/22 5:10:00,2017/12/22 5:20:00,0
F1070,汽车北站,438745.338,2896899.369,2017/12/22 5:20:00,2017/12/22 5:30:00,0
F1070,汽车北站,438746.338,2896900.369,2017/12/22 5:30:00,2017/12/22 5:40:00,0
F1070,汽车北站,438747.338,2896901.369,2017/12/22 5:40:00,2017/12/22 5:50:00,0
F1070,汽车北站,438748.338,2896902.369,2017/12/22 5:50:00,2017/12/22 6:00:00,0
F1070,汽车北站,438749.338,2896903.369,2017/12/22 6:00:00,2017/12/22 6:10:00,0
F1070,汽车北站,438750.338,2896904.369,2017/12/22 6:10:00,2017/12/22 6:20:00,0
F1070,汽车北站,438751.338,2896905.369,2017/12/22 6:20:00,2017/12/22 6:30:00,0
F1070,汽车北站,438752.338,2896906.369,2017/12/22 6:30:00,2017/12/22 6:40:00,0
F1070,汽车北站,438753.338,2896907.369,2017/12/22 6:40:00,2017/12/22 6:50:00,0
F1070,汽车北站,438754.338,2896908.369,2017/12/22 6:50:00,2017/12/22 7:00:00,0
F1070,汽车北站,438755.338,2896909.369,2017/12/22 7:00:00,2017/12/22 7:10:00,0
F1070,汽车北站,438756.338,2896910.369,2017/12/22 7:10:00,2017/12/22 7:20:00,0
F1070,汽车北站,438757.338,2896911.369,2017/12/22 7:20:00,2017/12/22 7:30:00,0
F1070,汽车北站,438758.338,2896912.369,2017/12/22 7:30:00,2017/12/22 7:40:00,0
F1070,汽车北站,438759.338,2896913.369,2017/12/22 7:40:00,2017/12/22 7:50:00,0
F1070,汽车北站,438760.338,2896914.369,2017/12/22 7:50:00,2017/12/22 8:00:00,0
F1070,汽车北站,438761.338,2896915.369,2017/12/22 8:00:00,2017/12/22 8:10:00,0
F1070,汽车北站,438762.338,2896916.369,2017/12/22 8:10:00,2017/12/22 8:20:00,0
F1070,汽车北站,438763.338,2896917.369,2017/12/22 8:20:00,2017/12/22 8:30:00,0
F1070,汽车北站,438764.338,2896918.369,2017/12/22 8:30:00,2017/12/22 8:40:00,0
F1070,汽车北站,438765.338,2896919.369,2017/12/22 8:40:00,2017/12/22 8:50:00,0
F1070,汽车北站,438766.338,2896920.369,2017/12/22 8:50:00,2017/12/22 9:00:00,0
F1070,汽车北站,438767.338,2896921.369,2017/12/22 9:00:00,2017/12/22 9:10:00,0
F1070,汽车北站,438768.338,2896922.369,2017/12/22 9:10:00,2017/12/22 9:20:00,0
F1070,汽车北站,438769.338,2896923.369,2017/12/22 9:20:00,2017/12/22 9:30:00,0
F1070,汽车北站,438770.338,2896924.369,2017/12/22 9:30:00,2017/12/22 9:40:00,0
F1070,汽车北站,438771.338,2896925.369,2017/12/22 9:40:00,2017/12/22 9:50:00,0
F1070,汽车北站,438772.338,2896926.369,2017/12/22 9:50:00,2017/12/22 10:00:00,0
F1070,汽车北站,438773.338,2896927.369,2017/12/22 10:00:00,2017/12/22 10:10:00,0
F1070,汽车北站,438774.338,2896928.369,2017/12/22 10:10:00,2017/12/22 10:20:00,0
F1070,汽车北站,438775.338,2896929.369,2017/12/22 10:20:00,2017/12/22 10:30:00,0
F1070,汽车北站,438776.338,2896930.369,2017/12/22 10:30:00,2017/12/22 10:40:00,0
F1070,汽车北站,438777.338,2896931.369,2017/12/22 10:40:00,2017/12/22 10:50:00,0
F1070,汽车北站,438778.338,2896932.369,2017/12/22 10:50:00,2017/12/22 11:00:00,0
F1070,汽车北站,438779.338,2896933.369,2017/12/22 11:00:00,2017/12/22 11:10:00,0
F1070,汽车北站,438780.338,2896934.369,2017/12/22 11:10:00,2017/12/22 11:20:00,0
F1070,汽车北站,438781.338,2896935.369,2017/12/22 11:20:00,2017/12/22 11:30:00,0
F1070,汽车北站,438782.338,2896936.369,2017/12/22 11:30:00,2017/12/22 11:40:00,0
F1070,汽车北站,438783.338,2896937.369,2017/12/22 11:40:00,2017/12/22 11:50:00,0
F1070,汽车北站,438784.338,2896938.369,2017/12/22 11:50:00,2017/12/22 12:00:00,0
F1070,汽车北站,438785.338,2896939.369,2017/12/22 12:00:00,2017/12/22 12:10:00,0
F1070,汽车北站,438786.338,2896940.369,2017/12/22 12:10:00,2017/12/22 12:20:00,0
F1070,汽车北站,438787.338,2896941.369,2017/12/22 12:20:00,2017/12/22 12:30:00,0
F1070,汽车北站,438788.338,2896942.369,2017/12/22 12:30:00,2017/12/22 12:40:00,0
F1070,汽车北站,438789.338,2896943.369,2017/12/22 12:40:00,2017/12/22 12:50:00,0
F1070,汽车北站,438790.338,2896944.369,2017/12/22 12:50:00,2017/12/22 13:00:00,0
F1070,汽车北站,438791.338,2896945.369,2017/12/22 13:00:00,2017/12/22 13:10:00,0
F1070,汽车北站,438792.338,2896946.369,2017/12/22 13:10:00,2017/12/22 13:20:00,0
F1070,汽车北站,438793.338,2896947.369,2017/12/22 13:20:00,2017/12/22 13:30:00,0
F1070,汽车北站,438794.338,2896948.369,2017/12/22 13:30:00,2017/12/22 13:40:00,0
F1070,汽车北站,438795.338,2896949.369,2017/12/22 13:40:00,2017/12/22 13:50:00,0
