站点编号,站点名称,平面坐标系x,平面坐标系y,起始时间,结束时间,降雨量
F1070,汽车北站,448369.338,2906523.369,2018/2/27 1:20:00,2018/2/27 1:30:00,0
F1070,汽车北站,448370.338,2906524.369,2018/2/27 1:30:00,2018/2/27 1:40:00,0
F1070,汽车北站,448371.338,2906525.369,2018/2/27 1:40:00,2018/2/27 1:50:00,0
F1070,汽车北站,448372.338,2906526.369,2018/2/27 1:50:00,2018/2/27 2:00:00,0
F1070,汽车北站,448373.338,2906527.369,2018/2/27 2:00:00,2018/2/27 2:10:00,0
F1070,汽车北站,448374.338,2906528.369,2018/2/27 2:10:00,2018/2/27 2:20:00,0
F1070,汽车北站,448375.338,2906529.369,2018/2/27 2:20:00,2018/2/27 2:30:00,0
F1070,汽车北站,448376.338,2906530.369,2018/2/27 2:30:00,2018/2/27 2:40:00,0
F1070,汽车北站,448377.338,2906531.369,2018/2/27 2:40:00,2018/2/27 2:50:00,0
F1070,汽车北站,448378.338,2906532.369,2018/2/27 2:50:00,2018/2/27 3:00:00,0
F1070,汽车北站,448379.338,2906533.369,2018/2/27 3:00:00,2018/2/27 3:10:00,0
F1070,汽车北站,448380.338,2906534.369,2018/2/27 3:10:00,2018/2/27 3:20:00,0
F1070,汽车北站,448381.338,2906535.369,2018/2/27 3:20:00,2018/2/27 3:30:00,0
F1070,汽车北站,448382.338,2906536.369,2018/2/27 3:30:00,2018/2/27 3:40:00,0
F1070,汽车北站,448383.338,2906537.369,2018/2/27 3:40:00,2018/2/27 3:50:00,0
F1070,汽车北站,448384.338,2906538.369,2018/2/27 3:50:00,2018/2/27 4:00:00,0
F1070,汽车北站,448385.338,2906539.369,2018/2/27 4:00:00,2018/2/27 4:10:00,0
F1070,汽车北站,448386.338,2906540.369,2018/2/27 4:10:00,2018/2/27 4:20:00,0
F1070,汽车北站,448387.338,2906541.369,2018/2/27 4:20:00,2018/2/27 4:30:00,0
F1070,汽车北站,448388.338,2906542.369,2018/2/27 4:30:00,2018/2/27 4:40:00,0
F1070,汽车北站,448389.338,2906543.369,2018/2/27 4:40:00,2018/2/27 4:50:00,0
F1070,汽车北站,448390.338,2906544.369,2018/2/27 4:50:00,2018/2/27 5:00:00,0
F1070,汽车北站,448391.338,2906545.369,2018/2/27 5:00:00,2018/2/27 5:10:00,0
F1070,汽车北站,448392.338,2906546.369,2018/2/27 5:10:00,2018/2/27 5:20:00,0
F1070,汽车北站,448393.338,2906547.369,2018/2/27 5:20:00,2018/2/27 5:30:00,0
F1070,汽车北站,448394.338,2906548.369,2018/2/27 5:30:00,2018/2/27 5:40:00,0
F1070,汽车北站,448395.338,2906549.369,2018/2/27 5:40:00,2018/2/27 5:50:00,0
F1070,汽车北站,448396.338,2906550.369,2018/2/27 5:50:00,2018/2/27 6:00:00,0
F1070,汽车北站,448397.338,2906551.369,2018/2/27 6:00:00,2018/2/27 6:10:00,0
F1070,汽车北站,448398.338,2906552.369,2018/2/27 6:10:00,2018/2/27 6:20:00,0
F1070,汽车北站,448399.338,2906553.369,2018/2/27 6:20:00,2018/2/27 6:30:00,0
F1070,汽车北站,448400.338,2906554.369,2018/2/27 6:30:00,2018/2/27 6:40:00,0
F1070,汽车北站,448401.338,2906555.369,2018/2/27 6:40:00,2018/2/27 6:50:00,0
F1070,汽车北站,448402.338,2906556.369,2018/2/27 6:50:00,2018/2/27 7:00:00,0
F1070,汽车北站,448403.338,2906557.369,2018/2/27 7:00:00,2018/2/27 7:10:00,0
F1070,汽车北站,448404.338,2906558.369,2018/2/27 7:10:00,2018/2/27 7:20:00,0
F1070,汽车北站,448405.338,2906559.369,2018/2/27 7:20:00,2018/2/27 7:30:00,0
F1070,汽车北站,448406.338,2906560.369,2018/2/27 7:30:00,2018/2/27 7:40:00,0
F1070,汽车北站,448407.338,2906561.369,2018/2/27 7:40:00,2018/2/27 7:50:00,0
F1070,汽车北站,448408.338,2906562.369,2018/2/27 7:50:00,2018/2/27 8:00:00,0
F1070,汽车北站,448409.338,2906563.369,2018/2/27 8:00:00,2018/2/27 8:10:00,0
F1070,汽车北站,448410.338,2906564.369,2018/2/27 8:10:00,2018/2/27 8:20:00,0
F1070,汽车北站,448411.338,2906565.369,2018/2/27 8:20:00,2018/2/27 8:30:00,0
F1070,汽车北站,448412.338,2906566.369,2018/2/27 8:30:00,2018/2/27 8:40:00,0
F1070,汽车北站,448413.338,2906567.369,2018/2/27 8:40:00,2018/2/27 8:50:00,0
F1070,汽车北站,448414.338,2906568.369,2018/2/27 8:50:00,2018/2/27 9:00:00,0
F1070,汽车北站,448415.338,2906569.369,2018/2/27 9:00:00,2018/2/27 9:10:00,0
F1070,汽车北站,448416.338,2906570.369,2018/2/27 9:10:00,2018/2/27 9:20:00,0
F1070,汽车北站,448417.338,2906571.369,2018/2/27 9:20:00,2018/2/27 9:30:00,0
F1070,汽车北站,448418.338,2906572.369,2018/2/27 9:30:00,2018/2/27 9:40:00,0
F1070,汽车北站,448419.338,2906573.369,2018/2/27 9:40:00,2018/2/27 9:50:00,0
F1070,汽车北站,448420.338,2906574.369,2018/2/27 9:50:00,2018/2/27 10:00:00,0
F1070,汽车北站,448421.338,2906575.369,2018/2/27 10:00:00,2018/2/27 10:10:00,0
F1070,汽车北站,448422.338,2906576.369,2018/2/27 10:10:00,2018/2/27 10:20:00,0
F1070,汽车北站,448423.338,2906577.369,2018/2/27 10:20:00,2018/2/27 10:30:00,0
F1070,汽车北站,448424.338,2906578.369,2018/2/27 10:30:00,2018/2/27 10:40:00,0
F1070,汽车北站,448425.338,2906579.369,2018/2/27 10:40:00,2018/2/27 10:50:00,0
F1070,汽车北站,448426.338,2906580.369,2018/2/27 10:50:00,2018/2/27 11:00:00,0
F1070,汽车北站,448427.338,2906581.369,2018/2/27 11:00:00,2018/2/27 11:10:00,0
F1070,汽车北站,448428.338,2906582.369,2018/2/27 11:10:00,2018/2/27 11:20:00,0
F1070,汽车北站,448429.338,2906583.369,2018/2/27 11:20:00,2018/2/27 11:30:00,0
F1070,汽车北站,448430.338,2906584.369,2018/2/27 11:30:00,2018/2/27 11:40:00,0
F1070,汽车北站,448431.338,2906585.369,2018/2/27 11:40:00,2018/2/27 11:50:00,0
F1070,汽车北站,448432.338,2906586.369,2018/2/27 11:50:00,2018/2/27 12:00:00,0
F1070,汽车北站,448433.338,2906587.369,2018/2/27 12:00:00,2018/2/27 12:10:00,0
F1070,汽车北站,448434.338,2906588.369,2018/2/27 12:10:00,2018/2/27 12:20:00,0
F1070,汽车北站,448435.338,2906589.369,2018/2/27 12:20:00,2018/2/27 12:30:00,0
F1070,汽车北站,448436.338,2906590.369,2018/2/27 12:30:00,2018/2/27 12:40:00,0
F1070,汽车北站,448437.338,2906591.369,2018/2/27 12:40:00,2018/2/27 12:50:00,0
F1070,汽车北站,448438.338,2906592.369,2018/2/27 12:50:00,2018/2/27 13:00:00,0
F1070,汽车北站,448439.338,2906593.369,2018/2/27 13:00:00,2018/2/27 13:10:00,0
F1070,汽车北站,448440.338,2906594.369,2018/2/27 13:10:00,2018/2/27 13:20:00,0
F1070,汽车北站,448441.338,2906595.369,2018/2/27 13:20:00,2018/2/27 13:30:00,0
F1070,汽车北站,448442.338,2906596.369,2018/2/27 13:30:00,2018/2/27 13:40:00,0
F1070,汽车北站,448443.338,2906597.369,2018/2/27 13:40:00,2018/2/27 13:50:00,0
F1070,汽车北站,448444.338,2906598.369,2018/2/27 13:50:00,2018/2/27 14:00:00,0
F1070,汽车北站,448445.338,2906599.369,2018/2/27 14:00:00,2018/2/27 14:10:00,0
F1070,汽车北站,448446.338,2906600.369,2018/2/27 14:10:00,2018/2/27 14:20:00,0
F1070,汽车北站,448447.338,2906601.369,2018/2/27 14:20:00,2018/2/27 14:30:00,0
F1070,汽车北站,448448.338,2906602.369,2018/2/27 14:30:00,2018/2/27 14:40:00,0
F1070,汽车北站,448449.338,2906603.369,2018/2/27 14:40:00,2018/2/27 14:50:00,0
F1070,汽车北站,448450.338,2906604.369,2018/2/27 14:50:00,2018/2/27 15:00:00,0
F1070,汽车北站,448451.338,2906605.369,2018/2/27 15:00:00,2018/2/27 15:10:00,0
F1070,汽车北站,448452.338,2906606.369,2018/2/27 15:10:00,2018/2/27 15:20:00,0
F1070,汽车北站,448453.338,2906607.369,2018/2/27 15:20:00,2018/2/27 15:30:00,0
F1070,汽车北站,448454.338,2906608.369,2018/2/27 15:30:00,2018/2/27 15:40:00,0
F1070,汽车北站,448455.338,2906609.369,2018/2/27 15:40:00,2018/2/27 15:50:00,0
F1070,汽车北站,448456.338,2906610.369,2018/2/27 15:50:00,2018/2/27 16:00:00,0
F1070,汽车北站,448457.338,2906611.369,2018/2/27 16:00:00,2018/2/27 16:10:00,0
F1070,汽车北站,448458.338,2906612.369,2018/2/27 16:10:00,2018/2/27 16:20:00,0
F1070,汽车北站,448459.338,2906613.369,2018/2/27 16:20:00,2018/2/27 16:30:00,0
F1070,汽车北站,448460.338,2906614.369,2018/2/27 16:30:00,2018/2/27 16:40:00,0
F1070,汽车北站,448461.338,2906615.369,2018/2/27 16:40:00,2018/2/27 16:50:00,0
F1070,汽车北站,448462.338,2906616.369,2018/2/27 16:50:00,2018/2/27 17:00:00,0
F1070,汽车北站,448463.338,2906617.369,2018/2/27 17:00:00,2018/2/27 17:10:00,0
F1070,汽车北站,448464.338,2906618.369,2018/2/27 17:10:00,2018/2/27 17:20:00,0
F1070,汽车北站,448465.338,2906619.369,2018/2/27 17:20:00,2018/2/27 17:30:00,0
F1070,汽车北站,448466.338,2906620.369,2018/2/27 17:30:00,2018/2/27 17:40:00,0
F1070,汽车北站,448467.338,2906621.369,2018/2/27 17:40:00,2018/2/27 17:50:00,0
F1070,汽车北站,448468.338,2906622.369,2018/2/27 17:50:00,2018/2/27 18:00:00,0
F1070,汽车北站,448469.338,2906623.369,2018/2/27 18:00:00,2018/2/27 18:10:00,0
F1070,汽车北站,448470.338,2906624.369,2018/2/27 18:10:00,2018/2/27 18:20:00,0
F1070,汽车北站,448471.338,2906625.369,2018/2/27 18:20:00,2018/2/27 18:30:00,0
F1070,汽车北站,448472.338,2906626.369,2018/2/27 18:30:00,2018/2/27 18:40:00,0
F1070,汽车北站,448473.338,2906627.369,2018/2/27 18:40:00,2018/2/27 18:50:00,0
F1070,汽车北站,448474.338,2906628.369,2018/2/27 18:50:00,2018/2/27 19:00:00,0
F1070,汽车北站,448475.338,2906629.369,2018/2/27 19:00:00,2018/2/27 19:10:00,0
F1070,汽车北站,448476.338,2906630.369,2018/2/27 19:10:00,2018/2/27 19:20:00,0
F1070,汽车北站,448477.338,2906631.369,2018/2/27 19:20:00,2018/2/27 19:30:00,0
F1070,汽车北站,448478.338,2906632.369,2018/2/27 19:30:00,2018/2/27 19:40:00,0
F1070,汽车北站,448479.338,2906633.369,2018/2/27 19:40:00,2018/2/27 19:50:00,0
F1070,汽车北站,448480.338,2906634.369,2018/2/27 19:50:00,2018/2/27 20:00:00,0
F1070,汽车北站,448481.338,2906635.369,2018/2/27 20:00:00,2018/2/27 20:10:00,0
F1070,汽车北站,448482.338,2906636.369,2018/2/27 20:10:00,2018/2/27 20:20:00,0
F1070,汽车北站,448483.338,2906637.369,2018/2/27 20:20:00,2018/2/27 20:30:00,0
F1070,汽车北站,448484.338,2906638.369,2018/2/27 20:30:00,2018/2/27 20:40:00,0
F1070,汽车北站,448485.338,2906639.369,2018/2/27 20:40:00,2018/2/27 20:50:00,0
F1070,汽车北站,448486.338,2906640.369,2018/2/27 20:50:00,2018/2/27 21:00:00,0
F1070,汽车北站,448487.338,2906641.369,2018/2/27 21:00:00,2018/2/27 21:10:00,0
F1070,汽车北站,448488.338,2906642.369,2018/2/27 21:10:00,2018/2/27 21:20:00,0
F1070,汽车北站,448489.338,2906643.369,2018/2/27 21:20:00,2018/2/27 21:30:00,0
F1070,汽车北站,448490.338,2906644.369,2018/2/27 21:30:00,2018/2/27 21:40:00,0
F1070,汽车北站,448491.338,2906645.369,2018/2/27 21:40:00,2018/2/27 21:50:00,0
F1070,汽车北站,448492.338,2906646.369,2018/2/27 21:50:00,2018/2/27 22:00:00,0
F1070,汽车北站,448493.338,2906647.369,2018/2/27 22:00:00,2018/2/27 22:10:00,0
F1070,汽车北站,448494.338,2906648.369,2018/2/27 22:10:00,2018/2/27 22:20:00,0
F1070,汽车北站,448495.338,2906649.369,2018/2/27 22:20:00,2018/2/27 22:30:00,0
F1070,汽车北站,448496.338,2906650.369,2018/2/27 22:30:00,2018/2/27 22:40:00,0
F1070,汽车北站,448497.338,2906651.369,2018/2/27 22:40:00,2018/2/27 22:50:00,0
F1070,汽车北站,448498.338,2906652.369,2018/2/27 22:50:00,2018/2/27 23:00:00,0
F1070,汽车北站,448499.338,2906653.369,2018/2/27 23:00:00,2018/2/27 23:10:00,0
F1070,汽车北站,448500.338,2906654.369,2018/2/27 23:10:00,2018/2/27 23:20:00,0
F1070,汽车北站,448501.338,2906655.369,2018/2/27 23:20:00,2018/2/27 23:30:00,0
F1070,汽车北站,448502.338,2906656.369,2018/2/27 23:30:00,2018/2/27 23:40:00,0
F1070,汽车北站,448503.338,2906657.369,2018/2/27 23:40:00,2018/2/27 23:50:00,0
F1070,汽车北站,448504.338,2906658.369,2018/2/27 23:50:00,2018/2/28 0:00:00,0
F1070,汽车北站,448505.338,2906659.369,2018/2/28 0:00:00,2018/2/28 0:10:00,0
F1070,汽车北站,448506.338,2906660.369,2018/2/28 0:10:00,2018/2/28 0:20:00,0
F1070,汽车北站,448507.338,2906661.369,2018/2/28 0:20:00,2018/2/28 0:30:00,0
F1070,汽车北站,448508.338,2906662.369,2018/2/28 0:30:00,2018/2/28 0:40:00,0
F1070,汽车北站,448509.338,2906663.369,2018/2/28 0:40:00,2018/2/28 0:50:00,0
F1070,汽车北站,448510.338,2906664.369,2018/2/28 0:50:00,2018/2/28 1:00:00,0
F1070,汽车北站,448511.338,2906665.369,2018/2/28 1:00:00,2018/2/28 1:10:00,0
F1070,汽车北站,448512.338,2906666.369,2018/2/28 1:10:00,2018/2/28 1:20:00,0
F1070,汽车北站,448513.338,2906667.369,2018/2/28 1:20:00,2018/2/28 1:30:00,0
F1070,汽车北站,448514.338,2906668.369,2018/2/28 1:30:00,2018/2/28 1:40:00,0
F1070,汽车北站,448515.338,2906669.369,2018/2/28 1:40:00,2018/2/28 1:50:00,0
F1070,汽车北站,448516.338,2906670.369,2018/2/28 1:50:00,2018/2/28 2:00:00,0
F1070,汽车北站,448517.338,2906671.369,2018/2/28 2:00:00,2018/2/28 2:10:00,0
F1070,汽车北站,448518.338,2906672.369,2018/2/28 2:10:00,2018/2/28 2:20:00,0
F1070,汽车北站,448519.338,2906673.369,2018/2/28 2:20:00,2018/2/28 2:30:00,0
F1070,汽车北站,448520.338,2906674.369,2018/2/28 2:30:00,2018/2/28 2:40:00,0
F1070,汽车北站,448521.338,2906675.369,2018/2/28 2:40:00,2018/2/28 2:50:00,0
F1070,汽车北站,448522.338,2906676.369,2018/2/28 2:50:00,2018/2/28 3:00:00,0
F1070,汽车北站,448523.338,2906677.369,2018/2/28 3:00:00,2018/2/28 3:10:00,0
F1070,汽车北站,448524.338,2906678.369,2018/2/28 3:10:00,2018/2/28 3:20:00,0
F1070,汽车北站,448525.338,2906679.369,2018/2/28 3:20:00,2018/2/28 3:30:00,0
F1070,汽车北站,448526.338,2906680.369,2018/2/28 3:30:00,2018/2/28 3:40:00,0
F1070,汽车北站,448527.338,2906681.369,2018/2/28 3:40:00,2018/2/28 3:50:00,0
F1070,汽车北站,448528.338,2906682.369,2018/2/28 3:50:00,2018/2/28 4:00:00,0
F1070,汽车北站,448529.338,2906683.369,2018/2/28 4:00:00,2018/2/28 4:10:00,0
F1070,汽车北站,448530.338,2906684.369,2018/2/28 4:10:00,2018/2/28 4:20:00,0
F1070,汽车北站,448531.338,2906685.369,2018/2/28 4:20:00,2018/2/28 4:30:00,0
F1070,汽车北站,448532.338,2906686.369,2018/2/28 4:30:00,2018/2/28 4:40:00,0
F1070,汽车北站,448533.338,2906687.369,2018/2/28 4:40:00,2018/2/28 4:50:00,0
F1070,汽车北站,448534.338,2906688.369,2018/2/28 4:50:00,2018/2/28 5:00:00,0
F1070,汽车北站,448535.338,2906689.369,2018/2/28 5:00:00,2018/2/28 5:10:00,0
F1070,汽车北站,448536.338,2906690.369,2018/2/28 5:10:00,2018/2/28 5:20:00,0
F1070,汽车北站,448537.338,2906691.369,2018/2/28 5:20:00,2018/2/28 5:30:00,0
F1070,汽车北站,448538.338,2906692.369,2018/2/28 5:30:00,2018/2/28 5:40:00,0
F1070,汽车北站,448539.338,2906693.369,2018/2/28 5:40:00,2018/2/28 5:50:00,0
F1070,汽车北站,448540.338,2906694.369,2018/2/28 5:50:00,2018/2/28 6:00:00,0
F1070,汽车北站,448541.338,2906695.369,2018/2/28 6:00:00,2018/2/28 6:10:00,0
F1070,汽车北站,448542.338,2906696.369,2018/2/28 6:10:00,2018/2/28 6:20:00,0
F1070,汽车北站,448543.338,2906697.369,2018/2/28 6:20:00,2018/2/28 6:30:00,0
F1070,汽车北站,448544.338,2906698.369,2018/2/28 6:30:00,2018/2/28 6:40:00,0
F1070,汽车北站,448545.338,2906699.369,2018/2/28 6:40:00,2018/2/28 6:50:00,0
F1070,汽车北站,448546.338,2906700.369,2018/2/28 6:50:00,2018/2/28 7:00:00,0
F1070,汽车北站,448547.338,2906701.369,2018/2/28 7:00:00,2018/2/28 7:10:00,0
F1070,汽车北站,448548.338,2906702.369,2018/2/28 7:10:00,2018/2/28 7:20:00,0
F1070,汽车北站,448549.338,2906703.369,2018/2/28 7:20:00,2018/2/28 7:30:00,0
F1070,汽车北站,448550.338,2906704.369,2018/2/28 7:30:00,2018/2/28 7:40:00,0
F1070,汽车北站,448551.338,2906705.369,2018/2/28 7:40:00,2018/2/28 7:50:00,0
F1070,汽车北站,448552.338,2906706.369,2018/2/28 7:50:00,2018/2/28 8:00:00,0
F1070,汽车北站,448553.338,2906707.369,2018/2/28 8:00:00,2018/2/28 8:10:00,0
F1070,汽车北站,448554.338,2906708.369,2018/2/28 8:10:00,2018/2/28 8:20:00,0
F1070,汽车北站,448555.338,2906709.369,2018/2/28 8:20:00,2018/2/28 8:30:00,0
F1070,汽车北站,448556.338,2906710.369,2018/2/28 8:30:00,2018/2/28 8:40:00,0
F1070,汽车北站,448557.338,2906711.369,2018/2/28 8:40:00,2018/2/28 8:50:00,0
F1070,汽车北站,448558.338,2906712.369,2018/2/28 8:50:00,2018/2/28 9:00:00,0
F1070,汽车北站,448559.338,2906713.369,2018/2/28 9:00:00,2018/2/28 9:10:00,0
F1070,汽车北站,448560.338,2906714.369,2018/2/28 9:10:00,2018/2/28 9:20:00,0
F1070,汽车北站,448561.338,2906715.369,2018/2/28 9:20:00,2018/2/28 9:30:00,0
F1070,汽车北站,448562.338,2906716.369,2018/2/28 9:30:00,2018/2/28 9:40:00,0
F1070,汽车北站,448563.338,2906717.369,2018/2/28 9:40:00,2018/2/28 9:50:00,0
F1070,汽车北站,448564.338,2906718.369,2018/2/28 9:50:00,2018/2/28 10:00:00,0
F1070,汽车北站,448565.338,2906719.369,2018/2/28 10:00:00,2018/2/28 10:10:00,0
F1070,汽车北站,448566.338,2906720.369,2018/2/28 10:10:00,2018/2/28 10:20:00,0
F1070,汽车北站,448567.338,2906721.369,2018/2/28 10:20:00,2018/2/28 10:30:00,0
F1070,汽车北站,448568.338,2906722.369,2018/2/28 10:30:00,2018/2/28 10:40:00,0
F1070,汽车北站,448569.338,2906723.369,2018/2/28 10:40:00,2018/2/28 10:50:00,0
F1070,汽车北站,448570.338,2906724.369,2018/2/28 10:50:00,2018/2/28 11:00:00,0
F1070,汽车北站,448571.338,2906725.369,2018/2/28 11:00:00,2018/2/28 11:10:00,0
F1070,汽车北站,448572.338,2906726.369,2018/2/28 11:10:00,2018/2/28 11:20:00,0
F1070,汽车北站,448573.338,2906727.369,2018/2/28 11:20:00,2018/2/28 11:30:00,0
F1070,汽车北站,448574.338,2906728.369,2018/2/28 11:30:00,2018/2/28 11:40:00,0
F1070,汽车北站,448575.338,2906729.369,2018/2/28 11:40:00,2018/2/28 11:50:00,0
F1070,汽车北站,448576.338,2906730.369,2018/2/28 11:50:00,2018/2/28 12:00:00,0
F1070,汽车北站,448577.338,2906731.369,2018/2/28 12:00:00,2018/2/28 12:10:00,0
F1070,汽车北站,448578.338,2906732.369,2018/2/28 12:10:00,2018/2/28 12:20:00,0
F1070,汽车北站,448579.338,2906733.369,2018/2/28 12:20:00,2018/2/28 12:30:00,0
F1070,汽车北站,448580.338,2906734.369,2018/2/28 12:30:00,2018/2/28 12:40:00,0
F1070,汽车北站,448581.338,2906735.369,2018/2/28 12:40:00,2018/2/28 12:50:00,0
F1070,汽车北站,448582.338,2906736.369,2018/2/28 12:50:00,2018/2/28 13:00:00,0
F1070,汽车北站,448583.338,2906737.369,2018/2/28 13:00:00,2018/2/28 13:10:00,0
F1070,汽车北站,448584.338,2906738.369,2018/2/28 13:10:00,2018/2/28 13:20:00,0
F1070,汽车北站,448585.338,2906739.369,2018/2/28 13:20:00,2018/2/28 13:30:00,0
F1070,汽车北站,448586.338,2906740.369,2018/2/28 13:30:00,2018/2/28 13:40:00,0
F1070,汽车北站,448587.338,2906741.369,2018/2/28 13:40:00,2018/2/28 13:50:00,0
F1070,汽车北站,448588.338,2906742.369,2018/2/28 13:50:00,2018/2/28 14:00:00,0
F1070,汽车北站,448589.338,2906743.369,2018/2/28 14:00:00,2018/2/28 14:10:00,0
F1070,汽车北站,448590.338,2906744.369,2018/2/28 14:10:00,2018/2/28 14:20:00,0
F1070,汽车北站,448591.338,2906745.369,2018/2/28 14:20:00,2018/2/28 14:30:00,0
F1070,汽车北站,448592.338,2906746.369,2018/2/28 14:30:00,2018/2/28 14:40:00,0
F1070,汽车北站,448593.338,2906747.369,2018/2/28 14:40:00,2018/2/28 14:50:00,0
F1070,汽车北站,448594.338,2906748.369,2018/2/28 14:50:00,2018/2/28 15:00:00,0
F1070,汽车北站,448595.338,2906749.369,2018/2/28 15:00:00,2018/2/28 15:10:00,0
F1070,汽车北站,448596.338,2906750.369,2018/2/28 15:10:00,2018/2/28 15:20:00,0
F1070,汽车北站,448597.338,2906751.369,2018/2/28 15:20:00,2018/2/28 15:30:00,0
F1070,汽车北站,448598.338,2906752.369,2018/2/28 15:30:00,2018/2/28 15:40:00,0
F1070,汽车北站,448599.338,2906753.369,2018/2/28 15:40:00,2018/2/28 15:50:00,0
F1070,汽车北站,448600.338,2906754.369,2018/2/28 15:50:00,2018/2/28 16:00:00,0
F1070,汽车北站,448601.338,2906755.369,2018/2/28 16:00:00,2018/2/28 16:10:00,0
F1070,汽车北站,448602.338,2906756.369,2018/2/28 16:10:00,2018/2/28 16:20:00,0
F1070,汽车北站,448603.338,2906757.369,2018/2/28 16:20:00,2018/2/28 16:30:00,0
F1070,汽车北站,448604.338,2906758.369,2018/2/28 16:30:00,2018/2/28 16:40:00,0
F1070,汽车北站,448605.338,2906759.369,2018/2/28 16:40:00,2018/2/28 16:50:00,0
F1070,汽车北站,448606.338,2906760.369,2018/2/28 16:50:00,2018/2/28 17:00:00,0
F1070,汽车北站,448607.338,2906761.369,2018/2/28 17:00:00,2018/2/28 17:10:00,0
F1070,汽车北站,448608.338,2906762.369,2018/2/28 17:10:00,2018/2/28 17:20:00,0
F1070,汽车北站,448609.338,2906763.369,2018/2/28 17:20:00,2018/2/28 17:30:00,0
F1070,汽车北站,448610.338,2906764.369,2018/2/28 17:30:00,2018/2/28 17:40:00,0
F1070,汽车北站,448611.338,2906765.369,2018/2/28 17:40:00,2018/2/28 17:50:00,0
F1070,汽车北站,448612.338,2906766.369,2018/2/28 17:50:00,2018/2/28 18:00:00,0
F1070,汽车北站,448613.338,2906767.369,2018/2/28 18:00:00,2018/2/28 18:10:00,0
F1070,汽车北站,448614.338,2906768.369,2018/2/28 18:10:00,2018/2/28 18:20:00,0
F1070,汽车北站,448615.338,2906769.369,2018/2/28 18:20:00,2018/2/28 18:30:00,0
F1070,汽车北站,448616.338,2906770.369,2018/2/28 18:30:00,2018/2/28 18:40:00,0
F1070,汽车北站,448617.338,2906771.369,2018/2/28 18:40:00,2018/2/28 18:50:00,0
F1070,汽车北站,448618.338,2906772.369,2018/2/28 18:50:00,2018/2/28 19:00:00,0
F1070,汽车北站,448619.338,2906773.369,2018/2/28 19:00:00,2018/2/28 19:10:00,0
F1070,汽车北站,448620.338,2906774.369,2018/2/28 19:10:00,2018/2/28 19:20:00,0
F1070,汽车北站,448621.338,2906775.369,2018/2/28 19:20:00,2018/2/28 19:30:00,0
F1070,汽车北站,448622.338,2906776.369,2018/2/28 19:30:00,2018/2/28 19:40:00,0
F1070,汽车北站,448623.338,2906777.369,2018/2/28 19:40:00,2018/2/28 19:50:00,0
F1070,汽车北站,448624.338,2906778.369,2018/2/28 19:50:00,2018/2/28 20:00:00,0
F1070,汽车北站,448625.338,2906779.369,2018/2/28 20:00:00,2018/2/28 20:10:00,0
F1070,汽车北站,448626.338,2906780.369,2018/2/28 20:10:00,2018/2/28 20:20:00,0
F1070,汽车北站,448627.338,2906781.369,2018/2/28 20:20:00,2018/2/28 20:30:00,0
F1070,汽车北站,448628.338,2906782.369,2018/2/28 20:30:00,2018/2/28 20:40:00,0
F1070,汽车北站,448629.338,2906783.369,2018/2/28 20:40:00,2018/2/28 20:50:00,0
F1070,汽车北站,448630.338,2906784.369,2018/2/28 20:50:00,2018/2/28 21:00:00,0
F1070,汽车北站,448631.338,2906785.369,2018/2/28 21:00:00,2018/2/28 21:10:00,0
F1070,汽车北站,448632.338,2906786.369,2018/2/28 21:10:00,2018/2/28 21:20:00,0
F1070,汽车北站,448633.338,2906787.369,2018/2/28 21:20:00,2018/2/28 21:30:00,0
F1070,汽车北站,448634.338,2906788.369,2018/2/28 21:30:00,2018/2/28 21:40:00,0
F1070,汽车北站,448635.338,2906789.369,2018/2/28 21:40:00,2018/2/28 21:50:00,0
F1070,汽车北站,448636.338,2906790.369,2018/2/28 21:50:00,2018/2/28 22:00:00,0
F1070,汽车北站,448637.338,2906791.369,2018/2/28 22:00:00,2018/2/28 22:10:00,0
F1070,汽车北站,448638.338,2906792.369,2018/2/28 22:10:00,2018/2/28 22:20:00,0
F1070,汽车北站,448639.338,2906793.369,2018/2/28 22:20:00,2018/2/28 22:30:00,0
F1070,汽车北站,448640.338,2906794.369,2018/2/28 22:30:00,2018/2/28 22:40:00,0
F1070,汽车北站,448641.338,2906795.369,2018/2/28 22:40:00,2018/2/28 22:50:00,0
F1070,汽车北站,448642.338,2906796.369,2018/2/28 22:50:00,2018/2/28 23:00:00,0
F1070,汽车北站,448643.338,2906797.369,2018/2/28 23:00:00,2018/2/28 23:10:00,0
F1070,汽车北站,448644.338,2906798.369,2018/2/28 23:10:00,2018/2/28 23:20:00,0
F1070,汽车北站,448645.338,2906799.369,2018/2/28 23:20:00,2018/2/28 23:30:00,0
F1070,汽车北站,448646.338,2906800.369,2018/2/28 23:30:00,2018/2/28 23:40:00,0
F1070,汽车北站,448647.338,2906801.369,2018/2/28 23:40:00,2018/2/28 23:50:00,0
F1070,汽车北站,448648.338,2906802.369,2018/2/28 23:50:00,2018/3/1 0:00:00,0
F1070,汽车北站,448649.338,2906803.369,2018/3/1 0:00:00,2018/3/1 0:10:00,0
F1070,汽车北站,448650.338,2906804.369,2018/3/1 0:10:00,2018/3/1 0:20:00,0
F1070,汽车北站,448651.338,2906805.369,2018/3/1 0:20:00,2018/3/1 0:30:00,0
F1070,汽车北站,448652.338,2906806.369,2018/3/1 0:30:00,2018/3/1 0:40:00,0
